pathway,recall,d,p
PID_TOLL_ENDOGENOUS_PATHWAY,0.166666667,4,20
REACTOME_REPRODUCTION,0.166666667,14,70
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,0.166666667,7,35
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,0.166666667,1,5
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,0.166666667,1,5
REACTOME_FCGR_ACTIVATION,0.166666667,2,10
REACTOME_NADE_MODULATES_DEATH_SIGNALLING,0.166666667,1,5
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.166666667,2,10
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS,0.166666667,1,5
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,0.166666667,2,10
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,0.166666667,2,10
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,0.166666667,5,25
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.166666667,6,30
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,0.166666667,3,15
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,0.166666667,2,10
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,0.166666667,1,5
REACTOME_VLDL_CLEARANCE,0.166666667,1,5
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH,0.166666667,1,5
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,0.166666667,1,5
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10,0.166666667,2,10
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS,0.166666667,1,5
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,0.166666667,2,10
REACTOME_KILLING_MECHANISMS,0.166666667,2,10
REACTOME_PARASITE_INFECTION,0.169491525,10,49
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.17,17,83
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.170616114,36,175
REACTOME_MTOR_SIGNALLING,0.170731707,7,34
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.170731707,7,34
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.170807453,55,267
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,0.171428571,6,29
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,0.171428571,6,29
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,0.171428571,6,29
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,0.172413793,5,24
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,0.172413793,5,24
REACTOME_MYOGENESIS,0.172413793,5,24
WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY,0.172661871,24,115
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.173076923,9,43
KEGG_MAPK_SIGNALING_PATHWAY,0.173584906,46,219
WP_HIPPOYAP_SIGNALING_PATHWAY,0.173913043,4,19
BIOCARTA_PTDINS_PATHWAY,0.173913043,4,19
REACTOME_HDMS_DEMETHYLATE_HISTONES,0.173913043,4,19
REACTOME_PI_3K_CASCADE_FGFR2,0.173913043,4,19
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,0.173913043,16,76
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0.173913043,4,19
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY,0.174757282,18,85
WP_OXIDATIVE_DAMAGE,0.175,7,33
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,0.175,7,33
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.175572519,23,108
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,0.176100629,28,131
WP_PROTEOGLYCAN_BIOSYNTHESIS,0.176470588,3,14
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.176470588,18,84
KEGG_PRION_DISEASES,0.176470588,6,28
PID_IL1_PATHWAY,0.176470588,6,28
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.176470588,3,14
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.176470588,3,14
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,0.176470588,6,28
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.176470588,3,14
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.177083333,17,79
PID_ILK_PATHWAY,0.177777778,8,37
PID_RHOA_PATHWAY,0.177777778,8,37
SIG_CHEMOTAXIS,0.177777778,8,37
WP_OSTEOBLAST_DIFFERENTIATION,0.177966102,21,97
WP_EBOLA_VIRUS_PATHWAY_ON_HOST,0.178294574,23,106
REACTOME_CELLULAR_SENESCENCE,0.178294574,23,106
BIOCARTA_NO1_PATHWAY,0.178571429,5,23
BIOCARTA_DEATH_PATHWAY,0.178571429,5,23
KEGG_HOMOLOGOUS_RECOMBINATION,0.178571429,5,23
PID_REELIN_PATHWAY,0.178571429,5,23
REACTOME_ATTENUATION_PHASE,0.178571429,5,23
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.179104478,12,55
WP_MAPK_SIGNALING_PATHWAY,0.180327869,44,200
BIOCARTA_RANBP2_PATHWAY,0.181818182,2,9
BIOCARTA_NPC_PATHWAY,0.181818182,2,9
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION,0.181818182,2,9
WP_EBV_LMP1_SIGNALING,0.181818182,4,18
WP_PTF1A_RELATED_REGULATORY_PATHWAY,0.181818182,2,9
WP_PREGNANE_X_RECEPTOR_PATHWAY,0.181818182,6,27
WP_TYPE_II_DIABETES_MELLITUS,0.181818182,4,18
WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA,0.181818182,4,18
WP_GLYCOLYSIS_IN_SENESCENCE,0.181818182,2,9
BIOCARTA_AGR_PATHWAY,0.181818182,6,27
BIOCARTA_AGPCR_PATHWAY,0.181818182,2,9
BIOCARTA_CASPASE_PATHWAY,0.181818182,4,18
BIOCARTA_CFTR_PATHWAY,0.181818182,2,9
BIOCARTA_MYOSIN_PATHWAY,0.181818182,2,9
BIOCARTA_PTC1_PATHWAY,0.181818182,2,9
KEGG_BASAL_CELL_CARCINOMA,0.181818182,10,45
PID_ALK2_PATHWAY,0.181818182,2,9
WNT_SIGNALING,0.181818182,16,72
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,0.181818182,2,9
REACTOME_ENOS_ACTIVATION,0.181818182,2,9
REACTOME_REGULATION_BY_C_FLIP,0.181818182,2,9
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,0.181818182,2,9
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.181818182,8,36
REACTOME_PEXOPHAGY,0.181818182,2,9
REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.182692308,19,85
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME,0.183333333,11,49
WP_FOCAL_ADHESION,0.183673469,36,160
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.183673469,9,40
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0.184210526,7,31
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,0.184782609,17,75
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0.184971098,32,141
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING,0.185185185,5,22
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.185185185,5,22
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.185185185,5,22
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0.185667752,57,250
REACTOME_CIRCADIAN_CLOCK,0.185714286,13,57
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0.185714286,13,57
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,0.186046512,8,35
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.186046512,8,35
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY,0.1875,6,26
WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC,0.1875,3,13
BIOCARTA_EIF_PATHWAY,0.1875,3,13
PID_SYNDECAN_4_PATHWAY,0.1875,6,26
PID_IL12_STAT4_PATHWAY,0.1875,6,26
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.1875,6,26
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.1875,3,13
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,0.1875,6,26
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,0.1875,12,52
REACTOME_HDACS_DEACETYLATE_HISTONES,0.1875,6,26
REACTOME_PLATELET_SENSITIZATION_BY_LDL,0.1875,3,13
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.1875,30,130
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,0.188235294,16,69
PID_NFAT_3PATHWAY,0.188679245,10,43
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,0.189189189,7,30
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,0.189655172,11,47
BIOCARTA_MPR_PATHWAY,0.19047619,4,17
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.19047619,4,17
REACTOME_PD_1_SIGNALING,0.19047619,4,17
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,0.19047619,4,17
REACTOME_PI_3K_CASCADE_FGFR1,0.19047619,4,17
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,0.19047619,4,17
REACTOME_INTERLEUKIN_37_SIGNALING,0.19047619,4,17
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.190839695,25,106
PID_P75_NTR_PATHWAY,0.191176471,13,55
WP_ENDODERM_DIFFERENTIATION,0.191489362,27,114
REACTOME_SIGNALING_BY_FGFR2,0.191780822,14,59
WP_COPPER_HOMEOSTASIS,0.192307692,10,42
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,0.192307692,10,42
PID_ALK1_PATHWAY,0.192307692,5,21
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,0.192307692,10,42
KEGG_FOCAL_ADHESION,0.192893401,38,159
KEGG_WNT_SIGNALING_PATHWAY,0.193333333,29,121
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,0.193548387,6,25
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.193548387,6,25
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.193548387,6,25
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,0.194915254,46,190
REACTOME_SIGNALING_BY_FGFR,0.195402299,17,70
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,0.195652174,18,74
PID_CASPASE_PATHWAY,0.196078431,10,41
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,0.196078431,20,82
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.196721311,12,49
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY,0.198019802,20,81
WP_NEURAL_CREST_DIFFERENTIATION,0.198019802,20,81
KEGG_GNRH_SIGNALING_PATHWAY,0.198019802,20,81
BIOCARTA_GABA_PATHWAY,0.2,2,8
BIOCARTA_ION_PATHWAY,0.2,1,4
BIOCARTA_MITR_PATHWAY,0.2,1,4
BIOCARTA_TUBBY_PATHWAY,0.2,1,4
BIOCARTA_DICER_PATHWAY,0.2,1,4
BIOCARTA_RAN_PATHWAY,0.2,1,4
KEGG_PRIMARY_IMMUNODEFICIENCY,0.2,7,28
PID_CIRCADIAN_PATHWAY,0.2,3,12
PID_VEGF_VEGFR_PATHWAY,0.2,2,8
WP_MIR517_RELATIONSHIP_WITH_ARCN1_AND_USP1,0.2,1,4
BIOCARTA_RELA_PATHWAY,0.2,3,12
BIOCARTA_CSK_PATHWAY,0.2,4,16
BIOCARTA_SALMONELLA_PATHWAY,0.2,1,4
BIOCARTA_NFKB_PATHWAY,0.2,4,16
BIOCARTA_SODD_PATHWAY,0.2,2,8
PID_LYSOPHOSPHOLIPID_PATHWAY,0.2,13,52
PID_WNT_CANONICAL_PATHWAY,0.2,4,16
PID_HNF3B_PATHWAY,0.2,9,36
PID_ARF6_DOWNSTREAM_PATHWAY,0.2,3,12
PID_RAS_PATHWAY,0.2,6,24
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,0.2,2,8
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.2,1,4
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.2,2,8
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.2,1,4
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.2,2,8
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION,0.2,1,4
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,0.2,3,12
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,0.2,3,12
REACTOME_SIGNALING_BY_HIPPO,0.2,4,16
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING,0.2,1,4
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,0.2,11,44
REACTOME_ABACAVIR_METABOLISM,0.2,1,4
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,0.2,2,8
REACTOME_LEUKOTRIENE_RECEPTORS,0.2,1,4
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,0.2,2,8
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,0.2,6,24
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS,0.2,1,4
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,0.2,2,8
REACTOME_PI_3K_CASCADE_FGFR4,0.2,4,16
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,0.2,2,8
REACTOME_INFLAMMASOMES,0.2,4,16
REACTOME_SIGNAL_ATTENUATION,0.2,2,8
REACTOME_THE_NLRP3_INFLAMMASOME,0.2,3,12
REACTOME_VLDL_ASSEMBLY,0.2,1,4
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,0.2,1,4
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.2,6,24
REACTOME_MET_RECEPTOR_RECYCLING,0.2,2,8
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0.2,24,96
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION,0.2,1,4
REACTOME_CHYLOMICRON_CLEARANCE,0.2,1,4
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,0.2,1,4
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE,0.2,1,4
REACTOME_NTRK2_ACTIVATES_RAC1,0.2,1,4
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR,0.2,1,4
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS,0.2,1,4
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS,0.2,1,4
REACTOME_ATTACHMENT_AND_ENTRY,0.2,1,4
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.2,6,24
KEGG_GAP_JUNCTION,0.202247191,18,71
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,0.202380952,17,67
REACTOME_SEMAPHORIN_INTERACTIONS,0.203125,13,51
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.204081633,10,39
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,0.204545455,18,70
WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE,0.204545455,9,35
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.204545455,9,35
WP_G13_SIGNALING_PATHWAY,0.205128205,8,31
REACTOME_FANCONI_ANEMIA_PATHWAY,0.205128205,8,31
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.205128205,16,62
PID_E2F_PATHWAY,0.205479452,15,58
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING,0.205882353,14,54
SIG_CD40PATHWAYMAP,0.205882353,7,27
REACTOME_SIGNALING_BY_WNT_IN_CANCER,0.205882353,7,27
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,0.205882353,7,27
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY,0.205980066,62,239
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,0.206896552,6,23
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,0.206896552,6,23
REACTOME_ONCOGENIC_MAPK_SIGNALING,0.207317073,17,65
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.20754717,11,42
PID_TAP63_PATHWAY,0.20754717,11,42
REACTOME_SIGNALING_BY_VEGF,0.20754717,22,84
WP_REGULATION_OF_ACTIN_CYTOSKELETON,0.208053691,31,118
BIOCARTA_TOLL_PATHWAY,0.208333333,5,19
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.208333333,5,19
WP_P53_TRANSCRIPTIONAL_GENE_NETWORK,0.208955224,14,53
WP_HEDGEHOG_SIGNALING_PATHWAY,0.209302326,9,34
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.209302326,18,68
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.209677419,13,49
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,0.20979021,30,113
PID_CXCR4_PATHWAY,0.21,21,79
BIOCARTA_MCALPAIN_PATHWAY,0.210526316,4,15
BIOCARTA_MITOCHONDRIA_PATHWAY,0.210526316,4,15
BIOCARTA_TOB1_PATHWAY,0.210526316,4,15
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY,0.210526316,8,30
SA_CASPASE_CASCADE,0.210526316,4,15
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,0.210526316,4,15
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,0.210526316,16,60
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,0.210526316,4,15
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,0.210526316,4,15
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER,0.211538462,22,82
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.211764706,18,67
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.212121212,7,26
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.212121212,14,52
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,0.212121212,7,26
PID_DELTA_NP63_PATHWAY,0.212765957,10,37
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.213114754,13,48
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0.213114754,13,48
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,0.213114754,13,48
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.214285714,9,33
WP_SOMATIC_SEX_DETERMINATION,0.214285714,3,11
BIOCARTA_GATA3_PATHWAY,0.214285714,3,11
BIOCARTA_HSP27_PATHWAY,0.214285714,3,11
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.214285714,9,33
PID_TXA2PATHWAY,0.214285714,12,44
PID_LIS1_PATHWAY,0.214285714,6,22
PID_TCR_JNK_PATHWAY,0.214285714,3,11
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,0.214285714,3,11
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.214285714,3,11
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.214285714,9,33
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,0.214285714,3,11
PID_CD8_TCR_DOWNSTREAM_PATHWAY,0.215384615,14,51
WP_PI3KAKT_SIGNALING_PATHWAY,0.215976331,73,265
WP_GDNFRET_SIGNALLING_AXIS,0.217391304,5,18
WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELLULAR_SENESCENCE,0.217391304,5,18
BIOCARTA_STRESS_PATHWAY,0.217391304,5,18
KEGG_MELANOGENESIS,0.217821782,22,79
BIOCARTA_HIVNEF_PATHWAY,0.218181818,12,43
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.218446602,45,161
PID_ERA_GENOMIC_PATHWAY,0.21875,14,50
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.21875,7,25
KEGG_INSULIN_SIGNALING_PATHWAY,0.218978102,30,107
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.219178082,16,57
REACTOME_HCMV_EARLY_EVENTS,0.219178082,16,57
KEGG_JAK_STAT_SIGNALING_PATHWAY,0.219354839,34,121
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,0.219512195,9,32
REACTOME_DUAL_INCISION_IN_GG_NER,0.219512195,9,32
KEGG_APOPTOSIS,0.220930233,19,67
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,0.221374046,29,102
WP_TYPE_II_INTERFERON_SIGNALING_IFNG,0.222222222,8,28
WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT,0.222222222,2,7
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS,0.222222222,4,14
BIOCARTA_CALCINEURIN_PATHWAY,0.222222222,4,14
BIOCARTA_41BB_PATHWAY,0.222222222,4,14
PID_ENDOTHELIN_PATHWAY,0.222222222,14,49
PID_GLYPICAN_1PATHWAY,0.222222222,6,21
PID_TGFBR_PATHWAY,0.222222222,12,42
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.222222222,2,7
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.222222222,2,7
REACTOME_INTEGRATION_OF_PROVIRUS,0.222222222,2,7
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.222222222,8,28
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.222222222,8,28
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,0.222222222,2,7
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,0.222222222,2,7
REACTOME_PI_3K_CASCADE_FGFR3,0.222222222,4,14
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS,0.222222222,2,7
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,0.222222222,24,84
REACTOME_PI5P_REGULATES_TP53_ACETYLATION,0.222222222,2,7
REACTOME_REGULATION_OF_PTEN_LOCALIZATION,0.222222222,2,7
REACTOME_INTERLEUKIN_23_SIGNALING,0.222222222,2,7
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,0.223880597,15,52
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,0.224489796,11,38
BIOCARTA_MAPK_PATHWAY,0.225,18,62
WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88,0.225806452,7,24
PID_AURORA_A_PATHWAY,0.225806452,7,24
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,0.225806452,7,24
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,0.225806452,7,24
WP_INSULIN_SIGNALING,0.226415094,36,123
WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS,0.227272727,5,17
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.227272727,5,17
WP_HEART_DEVELOPMENT,0.227272727,10,34
WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,0.227272727,5,17
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES,0.227272727,5,17
WP_NUCLEOTIDE_EXCISION_REPAIR,0.227272727,10,34
KEGG_NUCLEOTIDE_EXCISION_REPAIR,0.227272727,10,34
PID_INSULIN_PATHWAY,0.227272727,10,34
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,0.227272727,5,17
REACTOME_DEREGULATED_CDK5_TRIGGERS_MULTIPLE_NEURODEGENERATIVE_PATHWAYS_IN_ALZHEIMER_S_DISEASE_MODELS,0.227272727,5,17
REACTOME_LONG_TERM_POTENTIATION,0.227272727,5,17
KEGG_LONG_TERM_DEPRESSION,0.228571429,16,54
WP_RETT_SYNDROME_CAUSING_GENES,0.229166667,11,37
PID_HDAC_CLASSI_PATHWAY,0.230769231,15,50
